Source,Target,GoldsteinScale
GOV,,8.0
ELI,,-2.0
,GOV,3.4
,CVL,-4.0
GOV,,7.0
,GOV,7.0
GOV,REB,-4.0
REB,,4.0
,REB,4.0
,GOV,8.0
,MIL,5.2
REB,MIL,3.4
,REB,0.0
GOV,,-10.0
GOV,MIL,9.0
,MIL,9.0
MIL,CVL,3.5
MIL,,3.5
CVL,MIL,3.5
,MIL,3.5
REB,GOV,3.5
,GOV,3.4
REB,GOV,7.0
GOV,REB,3.5
GOV,REB,7.0
CVL,,-6.5
,REB,7.0
,GOV,-5.0
REB,GOV,3.4
REB,,8.0
,REB,8.0
,ELI,-4.0
,COP,-9.0
REB,GOV,3.4
REB,REB,3.4
REB,,-9.0
GOV,MIL,9.0
,MIL,9.0
,GOV,9.0
,BUS,1.9
,GOV,3.4
,EDU,-2.0
BUS,,2.8
,REB,7.4
GOV,REB,3.0
REB,,7.0
,GOV,1.0
GOV,REB,3.4
GOV,,1.0
,GOV,1.0
REB,,3.0
,REB,3.5
MED,,7.4
REB,GOV,4.0
REB,REB,7.0
,GOV,-5.0
,REB,8.0
GOV,,1.0
REB,,4.0
GOV,REB,5.0
REB,,8.0
GOV,,4.0
,GOV,1.0
,ELI,-2.0
GOV,REB,4.0
,REB,-4.0
REB,,3.4
,GOV,7.0
,REB,7.0
GOV,,7.0
,GOV,3.4
REB,,-4.0
GOV,,7.0
REB,GOV,3.4
JUD,,-4.4
JUD,,-0.4
,REB,3.4
REB,,7.0
CVL,,-2.0
GOV,GOV,-5.0
CVL,,-4.0
CVL,,-4.0
GOV,,3.0
REB,,3.4
MIL,,3.4
MIL,GOV,3.4
REB,,0.0
REB,,9.0
GOV,GOV,3.4
,REB,4.0
REB,,3.4
REB,GOV,3.4
,GOV,4.0
,GOV,8.0
GOV,,8.0
,REB,4.0
GOV,REB,3.4
,REB,3.4
,GOV,7.0
REB,,3.5
,,-2.0
,GOV,0.0
REB,GOV,1.0
REB,,8.0
REB,REB,3.4
REB,,3.4
MIL,REB,3.4
REB,GOV,0.0
GOV,REB,2.5
REB,GOV,2.5
JUD,,0.0
MIL,,3.4
REB,,3.4
GOV,,4.0
,EDU,5.0
REB,,3.4
GOV,,1.0
GOV,,7.0
,GOV,3.0
,GOV,4.5
LEG,,1.0
REB,,5.0
,GOV,3.4
,REB,-4.0
GOV,,3.4
REB,,3.4
REB,,5.0
REB,,4.0
MIL,REB,0.4
REB,GOV,3.4
,GOV,0.0
,GOV,7.0
,GOV,1.0
,REB,8.0
CVL,,-2.0
REB,,-10.0
,,0.0
,REB,4.0
,,8.0
,,-4.0
GOV,,5.2
,REB,1.0
,GOV,-5.0
,REB,4.0
,,-4.0
,,8.0
GOV,,6.0
,REB,1.0
REB,,4.0
MIL,,8.0
,GOV,0.0
REB,REB,3.4
REB,,3.5
,GOV,-5.0
,REB,3.5
MED,,0.0
GOV,,5.2
,MIL,8.0
,REB,-4.4
REB,,-5.0
GOV,,4.0
,MED,0.0
REB,MIL,8.0
REB,,3.5
,GOV,4.0
MIL,REB,8.0
,REB,3.5
MED,,0.0
,REB,3.4
GOV,,3.0
,REB,3.5
REB,,3.5
GOV,,4.0
REB,,4.0
,REB,4.0
,REB,3.0
,REB,7.0
GOV,,-2.0
REB,,3.4
CVL,,-2.0
REB,,4.0
,REB,4.0
,GOV,-5.0
,REB,5.0
,GOV,3.4
REB,GOV,3.4
,GOV,4.5
,GOV,3.0
,REB,1.0
,CRM,0.0
,REB,3.4
,REB,-2.0
,,-2.0
,,0.0
,REB,-4.0
,GOV,8.0
CVL,REB,-4.0
REB,,5.0
REB,,8.0
,REB,3.0
REB,GOV,3.4
REB,,3.0
,REB,8.0
,GOV,3.4
,REB,-5.0
,REB,4.0
REB,,4.0
,MIL,-2.0
,REB,-4.0
GOV,,8.0
GOV,,3.0
,GOV,3.4
REB,,8.0
GOV,,0.0
,GOV,7.0
GOV,REB,8.0
,REB,-4.0
,,1.0
REB,GOV,8.0
GOV,REB,-4.0
,LEG,0.0
,GOV,-2.0
REB,,3.4
,REB,4.0
,,1.0
MIL,REB,-4.0
,GOV,-9.0
GOV,GOV,3.4
,REB,4.0
REB,,4.0
,,1.0
,,7.0
,,7.0
,MED,0.0
,REB,-2.0
,REB,3.0
MIL,,3.0
MIL,,-5.0
MIL,CRM,3.0
MIL,CRM,-5.0
,GOV,0.0
,REB,-5.0
,REB,3.0
MIL,,4.0
,MIL,5.2
,MIL,4.0
,GOV,3.5
GOV,,3.5
MIL,,1.9
GOV,,4.0
GOV,,0.0
GOV,GOV,4.0
,GOV,4.0
,GOV,0.0
MIL,CVL,3.5
MIL,,3.5
REB,GOV,7.0
REB,REB,2.8
CVL,MIL,3.5
,CRM,-5.0
GOV,,-8.0
,MIL,2.8
GOV,,-4.0
,MIL,3.5
MIL,REB,8.0
,CRM,3.0
GOV,,-2.0
EDU,,8.0
GOV,,1.0
,GOV,5.2
GOV,REB,7.0
REB,GOV,7.0
,GOV,3.0
CVL,,-2.0
,REB,4.0
,GOV,0.0
REB,,4.0
REB,GOV,8.0
GOV,,-9.0
REB,,0.4
GOV,,4.0
GOV,REB,8.0
,MIL,1.9
,REB,2.8
,EDU,8.0
,GOV,5.0
,MIL,-5.0
CVL,MIL,-5.0
GOV,REB,4.0
,REB,-4.0
GOV,,4.0
,ELI,-4.0
REB,GOV,4.0
,REB,-4.0
REB,,1.9
,,-4.0
,GOV,0.0
,GOV,-5.0
,REB,8.3
,REB,8.0
REB,,1.0
,GOV,7.0
,GOV,5.0
,MIL,2.8
MIL,REB,-4.0
,GOV,-10.0
MIL,,1.9
JUD,,-9.0
,REB,1.0
REB,,8.0
,CVL,7.0
MED,,3.4
,REB,-10.0
REB,,8.5
REB,,-10.0
CVL,REB,-5.0
REB,GOV,7.0
CVL,,-4.0
CVL,,5.0
GOV,REB,7.0
,REB,-5.0
GOV,GOV,3.0
GOV,REB,6.0
JUD,,-5.0
,REB,7.0
,GOV,3.0
,,0.0
REB,,4.0
COP,,-10.0
,MIL,2.8
REB,GOV,8.0
GOV,REB,8.0
,REB,3.0
OPP,,4.0
,OPP,4.0
MIL,,1.9
REB,,7.0
,REB,7.0
,REB,8.3
REB,,8.0
,,3.4
JUD,,0.0
,MIL,7.0
,GOV,2.8
CVL,REB,3.5
REB,CVL,3.5
,REB,0.0
,GOV,4.0
,REB,4.0
REB,,3.0
MIL,,4.0
GOV,,7.0
,MIL,4.0
MIL,REB,8.0
GOV,,4.0
GOV,MIL,7.0
,REB,-4.0
MIL,GOV,7.0
,GOV,4.0
,REB,-4.0
,GOV,4.0
EDU,,3.0
,GOV,4.0
,GOV,7.0
REB,,4.0
,REB,3.4
REB,,-2.0
GOV,,4.0
GOV,GOV,4.0
,REB,-5.0
,MNC,7.0
EDU,,-6.5
,MIL,8.3
MNC,,7.0
,JUD,3.0
GOV,,3.0
,REB,-10.0
MIL,,-10.0
REB,,-4.4
,ELI,-9.0
,MIL,5.2
,GOV,7.0
,MIL,8.0
MIL,REB,8.0
,REB,3.0
GOV,REB,3.0
MED,,7.0
CVL,,3.0
GOV,GOV,-7.0
MIL,,-2.0
REB,,2.8
MIL,REB,0.0
,REB,1.9
MIL,,8.0
MIL,,0.0
,REB,3.5
CVL,,-4.0
REB,,-4.0
,,1.0
GOV,,-0.4
,ELI,3.0
,CVL,-4.0
,REB,8.0
GOV,REB,8.0
REB,,8.0
REB,GOV,8.0
MIL,REB,-4.0
REB,GOV,4.0
REB,,3.5
GOV,REB,4.0
,,1.0
REB,,1.0
EDU,,2.8
,EDU,1.9
GOV,,3.5
,GOV,3.5
OPP,,-2.0
GOV,MIL,7.0
,REB,4.0
,MIL,4.0
,GOV,2.8
GOV,,1.9
,GOV,4.0
,OPP,-6.5
MIL,GOV,3.5
GOV,MIL,3.5
CVL,,-4.0
,REB,3.0
,MIL,4.0
REB,LEG,4.0
,MIL,-4.0
,REB,1.0
,REB,-5.0
LEG,REB,4.0
,REB,4.0
REB,,4.0
MIL,,4.0
,MIL,7.0
GOV,GOV,4.0
MIL,,7.0
REB,,7.0
MIL,GOV,7.0
REB,MIL,3.0
,GOV,4.0
GOV,REB,7.0
GOV,GOV,3.0
,REB,7.0
,GOV,3.0
REB,MIL,8.0
,REB,-5.0
,REB,-4.0
,GOV,7.0
,REB,4.0
REB,,4.0
,REB,-2.0
GOV,REB,1.0
REB,GOV,1.0
,REB,7.0
,MIL,8.0
GOV,REB,4.0
,GOV,7.0
GOV,,7.0
GOV,REB,7.0
REB,LEG,7.0
REB,,7.0
LEG,REB,7.0
,REB,7.0
,REB,8.0
REB,,8.0
,REB,5.2
MED,,-10.0
GOV,,-2.0
REB,GOV,3.5
GOV,,0.0
MIL,,8.0
REB,,4.0
GOV,REB,4.0
,REB,4.0
MIL,,7.0
ENV,,5.0
REB,GOV,7.0
GOV,REB,3.5
REB,GOV,4.0
,REB,-4.0
,REB,-2.0
,REB,7.0
REB,,8.0
MIL,GOV,7.0
,REB,8.0
GOV,REB,3.5
GOV,REB,8.0
REB,GOV,3.5
,GOV,7.0
REB,GOV,8.0
GOV,,3.4
GOV,REB,1.0
GOV,,1.0
,GOV,1.0
,REB,-4.4
,REB,-4.0
,REB,-5.0
GOV,REB,1.0
BUS,,3.4
GOV,,3.4
,MIL,8.0
MIL,,8.0
,EDU,0.0
,REB,3.0
REB,REB,4.0
,REB,4.0
,REB,4.0
REB,,8.5
CVL,,-4.0
,GOV,3.4
REB,,7.0
,MIL,3.4
COP,,7.4
REB,,8.0
,REB,-4.0
,CVL,-4.0
GOV,,3.4
CVL,REB,-5.0
REB,CVL,3.5
CVL,REB,3.5
,REB,-6.5
,REB,1.0
REB,,1.0
REB,,0.0
GOV,REB,3.0
REB,,1.0
,MIL,-4.0
,GOV,4.0
REB,MIL,0.0
,REB,1.0
,REB,8.0
REB,LEG,3.0
REB,,3.0
,REB,-5.0
REB,,-7.0
,REB,4.0
,BUS,8.0
,REB,2.8
,GOV,2.8
,GOV,0.0
,,3.4
,BUS,-5.0
ELI,REB,-4.0
CRM,,1.9
,,1.0
,GOV,3.4
GOV,,1.9
REB,GOV,8.0
,CRM,2.8
BUS,,-5.0
BUS,,0.0
BUS,,8.0
REB,,1.9
GOV,REB,8.0
GOV,GOV,0.0
REB,,1.0
,GOV,7.0
GOV,,3.4
REB,,4.0
,REB,4.0
COP,,-2.0
REB,,8.0
,CVL,-0.4
,REB,8.0
,LEG,7.0
,LEG,1.0
,MIL,-10.0
,GOV,1.0
,LEG,5.2
,REB,1.0
ELI,REB,1.0
LEG,,7.0
CVL,,-0.4
,CVL,8.0
CVL,,8.0
,REB,0.0
REB,,3.0
REB,,3.0
CVL,REB,-5.0
REB,,-7.0
,GOV,4.0
GOV,,4.0
GOV,,0.0
,GOV,2.8
,CRM,-2.0
REB,REB,4.0
,GOV,3.0
REB,,3.5
,REB,3.5
,MIL,3.0
,MIL,4.0
LEG,,-2.0
,LAB,1.9
REB,GOV,-4.0
GOV,,5.0
,,2.8
,REB,3.5
GOV,REB,4.0
GOV,,9.0
GOV,,3.0
REB,GOV,4.0
GOV,REB,4.0
MIL,REB,8.0
REB,,3.4
,REB,4.0
REB,,4.0
,REB,0.0
,REB,3.0
REB,MIL,8.0
REB,GOV,3.0
REB,REB,7.0
MIL,,8.0
CRM,,4.0
,REB,7.0
,REB,7.0
REB,,7.0
,REB,1.0
REB,,1.0
,BUS,1.0
REB,,1.0
REB,REB,7.0
REB,REB,4.0
REB,,7.0
,REB,1.0
REB,REB,4.0
BUS,,1.0
GOV,,0.0
REB,,3.5
,GOV,3.5
,REB,-4.0
REB,GOV,3.5
,REB,4.0
REB,GOV,8.0
,REB,7.0
GOV,REB,7.0
GOV,REB,5.0
REB,,4.0
,MIL,-10.0
REB,,4.0
MIL,,-10.0
GOV,REB,4.0
COP,,-2.0
,REB,4.0
REB,,4.0
GOV,,-2.0
LEG,,4.0
LEG,REB,4.0
GOV,REB,8.0
GOV,REB,3.5
,REB,8.0
REB,LEG,4.0
GOV,,3.5
,CVL,0.0
REB,,8.0
,GOV,4.0
REB,,3.5
REB,,3.5
,GOV,3.0
REB,,-10.0
,REB,4.0
REB,,0.0
GOV,,4.0
,REB,3.5
GOV,REB,4.0
COP,,-2.0
REB,GOV,4.0
GOV,REB,8.0
GOV,REB,4.0
REB,GOV,4.0
REB,,4.0
REB,,0.0
GOV,MIL,1.0
,MIL,1.0
CVL,,-4.0
GOV,REB,1.0
,REB,1.0
REB,,4.0
BUS,,4.0
GOV,REB,9.0
GOV,,4.0
,GOV,4.0
REB,GOV,2.8
REB,,2.8
GOV,REB,-2.0
GOV,REB,1.9
GOV,,3.5
,REB,-2.0
,REB,1.9
,REB,-5.0
,REB,-4.0
REB,,1.0
GOV,REB,-2.0
,REB,1.0
GOV,,4.0
,GOV,4.0
BUS,,-5.0
BUS,,0.0
,BUS,-5.0
JUD,,4.0
,JUD,3.4
,JUD,4.0
CVL,REB,-5.0
,REB,4.0
,REB,3.0
REB,,0.0
REB,,1.0
,CVL,1.9
CVL,,2.8
REB,,-4.0
REB,,3.4
,REB,4.0
REB,,4.0
GOV,REB,3.0
,REB,3.0
,GOV,0.0
,REB,-6.5
REB,,8.0
,REB,8.0
CRM,,1.9
,CRM,2.8
,CVL,-2.0
REB,,-7.0
,REB,8.0
REB,,8.0
,REB,-2.0
REB,GOV,3.5
GOV,REB,3.5
,GOV,3.5
CVL,,-5.0
GOV,GOV,-4.0
GOV,GOV,3.0
MIL,,-7.0
MIL,,-7.0
,GOV,1.0
,,3.4
,,1.0
REB,,-7.0
REB,,4.0
,REB,1.0
,REB,4.0
REB,,-7.0
REB,,3.5
,REB,-5.0
,REB,3.5
GOV,REB,7.0
,REB,7.0
,HLH,-2.0
MIL,,-7.0
,REB,7.0
,REB,7.0
REB,,7.0
,REB,7.0
,REB,3.0
,REB,9.0
REB,,7.0
REB,GOV,4.0
REB,GOV,1.9
CVL,MIL,3.5
,MIL,3.5
,GOV,7.0
,BUS,3.5
,,0.0
,REB,8.0
REB,,8.0
MIL,,-7.0
,GOV,1.0
,GOV,1.0
LEG,,0.0
REB,GOV,3.5
,MIL,8.0
,MIL,4.0
,REB,-2.0
REB,GOV,1.0
REB,GOV,4.0
REB,,4.0
MIL,,8.0
GOV,REB,1.0
GOV,REB,4.0
REB,GOV,2.8
REB,,2.8
MIL,,3.5
GOV,REB,3.5
MIL,CVL,3.5
,GOV,-2.0
REB,GOV,3.5
GOV,REB,-2.0
GOV,REB,1.0
GOV,,3.5
,REB,-2.0
,EDU,-6.5
,REB,4.0
GOV,,5.0
,CRM,2.8
CRM,,1.9
,CRM,2.8
CRM,,1.9
,CVL,8.0
CVL,,8.0
GOV,,0.0
GOV,REB,2.8
JUD,,-5.0
,REB,0.4
GOV,,-10.0
GOV,,0.0
GOV,,0.0
GOV,,7.0
BUS,,3.5
,CRM,0.0
GOV,REB,1.9
REB,GOV,1.0
,REB,1.9
REB,GOV,7.0
REB,GOV,8.0
,REB,8.0
REB,,8.0
GOV,,0.0
GOV,,3.5
BUS,,-2.0
,REB,1.0
GOV,REB,1.0
GOV,REB,7.0
,REB,9.0
,REB,7.0
,REB,3.0
,,4.0
,,4.0
GOV,REB,-2.0
,REB,-2.0
GOV,REB,-2.0
,GOV,3.5
CVL,,-5.0
REB,,1.0
,REB,6.0
,GOV,3.5
GOV,,3.5
GOV,REB,4.0
REB,GOV,4.0
REB,,1.0
REB,GOV,8.0
MED,,0.0
,REB,8.0
REB,,8.0
GOV,REB,8.0
,GOV,-0.1
GOV,,4.0
BUS,,-4.0
,BUS,-4.0
,MIL,1.0
GOV,MIL,1.0
,,-4.0
GOV,REB,2.8
,REB,6.0
,REB,2.8
,REB,3.0
,GOV,4.0
,REB,7.0
REB,,7.0
,MIL,8.0
,BUS,-5.0
,MIL,7.4
,REB,1.0
,REB,4.0
,REB,4.0
REB,,4.0
GOV,,3.0
BUS,,4.0
REB,GOV,3.5
REB,GOV,7.0
GOV,REB,3.5
GOV,REB,7.0
GOV,GOV,-2.0
,GOV,-2.0
,REB,7.0
GOV,GOV,5.2
,GOV,3.0
,GOV,3.0
REB,,-4.0
GOV,,5.2
,MED,-10.0
,GOV,0.0
BUS,,-4.0
,MIL,-4.4
,GOV,1.0
GOV,,7.0
BUS,,-5.0
GOV,,1.0
CVL,,-5.0
BUS,,0.0
,GOV,7.0
,BUS,0.0
REB,GOV,4.0
MIL,GOV,3.5
,GOV,-2.0
,REB,-2.0
,REB,-2.0
REB,,3.5
,REB,3.5
,MED,1.0
,REB,8.0
GOV,,3.5
REB,,8.0
BUS,,4.0
CVL,,-5.0
REB,,8.0
,REB,8.0
,MED,-5.0
REB,GOV,8.0
REB,,0.0
GOV,REB,8.0
GOV,REB,0.4
GOV,,0.0
,MIL,1.0
,MIL,3.5
GOV,MIL,1.0
GOV,MIL,3.5
GOV,REB,4.0
GOV,,8.0
GOV,REB,1.0
MIL,,8.0
REB,GOV,4.0
REB,GOV,1.0
,REB,3.5
,GOV,0.0
REB,,3.0
,REB,-5.0
REB,GOV,1.0
,MIL,8.0
REB,,3.5
REB,GOV,3.5
,CRM,0.0
GOV,,-2.0
GOV,REB,3.5
GOV,REB,1.0
MED,,1.0
MIL,,3.5
,MIL,4.0
ELI,REB,0.0
GOV,REB,0.4
,GOV,8.0
,GOV,4.0
LEG,,7.4
,CVL,-5.0
,GOV,1.9
REB,GOV,1.0
REB,GOV,1.0
,GOV,7.0
REB,GOV,4.0
GOV,REB,1.0
GOV,,7.0
,GOV,7.0
GOV,,0.0
GOV,REB,4.0
,REB,-4.0
GOV,,2.8
CVL,,-5.0
GOV,REB,4.0
MIL,,8.0
,MIL,4.0
,GOV,3.4
,REB,7.0
GOV,,4.0
,REB,4.0
,GOV,3.5
,OPP,0.4
,REB,1.0
,REB,7.0
GOV,,-2.0
,GOV,3.4
,REB,-2.0
,GOV,4.0
,GOV,5.0
GOV,,4.0
GOV,,5.0
GOV,,5.0
,MIL,-4.0
,GOV,1.0
GOV,,1.0
REB,,-4.0
REB,REB,7.0
BUS,,4.0
REB,,1.9
GOV,REB,-9.5
,REB,2.8
,REB,3.4
,GOV,1.0
GOV,,1.0
MED,,0.0
REB,REB,7.0
REB,,3.5
,REB,3.5
,CVL,-4.0
,GOV,1.0
GOV,,1.0
GOV,,0.0
REB,,8.0
REB,,7.0
,MIL,-4.0
REB,GOV,7.4
,REB,8.0
GOV,REB,4.0
REB,,-4.0
,REB,3.4
,GOV,4.0
,REB,3.0
CVL,GOV,-4.0
,GOV,3.5
,REB,3.0
GOV,,3.5
GOV,REB,7.0
,REB,-4.0
GOV,,4.0
,MIL,0.0
ELI,,0.0
,MIL,3.4
,GOV,3.0
,REB,-5.0
REB,GOV,7.0
REB,GOV,7.0
BUS,,0.0
,GOV,0.0
GOV,REB,7.0
,REB,7.0
GOV,,7.0
BUS,,-4.0
,GOV,7.0
,GOV,3.0
,REB,7.0
REB,GOV,4.0
REB,,8.0
REB,,-10.0
,REB,8.0
GOV,REB,8.0
,GOV,4.0
,GOV,4.0
,REB,4.0
GOV,GOV,-2.0
,GOV,-2.0
GOV,REB,7.4
ELI,,4.0
,GOV,7.0
CVL,REB,0.0
GOV,,7.0
,,3.0
REB,GOV,8.0
,GOV,0.0
REB,,7.0
CVL,,1.0
GOV,,4.0
COP,,5.0
,MIL,7.4
GOV,,-5.0
GOV,,4.0
,GOV,4.0
GOV,REB,8.0
REB,GOV,8.0
,REB,7.0
REB,,7.0
,CVL,1.0
,MIL,-10.0
MIL,,-10.0
CVL,REB,-5.0
,REB,2.8
REB,GOV,0.0
GOV,GOV,3.5
GOV,,3.5
GOV,GOV,3.5
,MIL,-4.0
,GOV,4.0
,REB,7.4
,REB,-5.0
,MIL,3.0
,MIL,2.8
GOV,MIL,3.0
GOV,MIL,2.8
REB,,0.0
REB,,-0.4
GOV,CVL,-4.0
,CVL,1.9
CVL,,2.8
REB,,3.0
CVL,,-6.5
GOV,REB,3.5
,GOV,3.5
REB,MIL,3.5
MIL,REB,3.5
MIL,,4.0
,GOV,7.0
,GOV,3.5
GOV,,1.0
GOV,,7.0
GOV,,3.5
,GOV,4.0
GOV,,4.0
,GOV,4.0
GOV,,4.0
REB,GOV,3.5
GOV,,-2.0
,GOV,3.5
GOV,,3.5
,CVL,1.0
CVL,,1.0
REB,,1.0
,GOV,4.0
GOV,,4.0
,REB,3.0
,REB,7.0
REB,GOV,1.0
REB,,-5.0
ELI,,0.0
GOV,REB,1.0
GOV,,4.0
LEG,GOV,3.2
REB,,1.9
REB,GOV,4.5
REB,GOV,-5.0
REB,GOV,-5.0
,REB,4.0
GOV,,3.5
JUD,,0.4
GOV,REB,3.4
GOV,REB,4.0
,MIL,0.0
ELI,,0.0
MED,,-5.0
ELI,,3.4
,REB,1.0
REB,,4.0
,CVL,-4.0
,REB,5.0
REB,,4.0
,REB,4.0
REB,GOV,-5.0
REB,,-5.0
REB,GOV,4.0
REB,GOV,1.0
,REB,4.0
,REB,4.0
,REB,4.0
LEG,,3.2
REB,,4.0
REB,,4.0
REB,,3.0
GOV,REB,4.0
REB,,4.0
EDU,,-0.4
REB,CVL,8.0
,REB,0.0
,REB,0.4
,REB,3.0
,REB,4.0
,REB,3.4
,REB,-5.0
,GOV,-5.0
CVL,REB,8.0
,ELI,6.0
GOV,REB,5.0
REB,GOV,8.0
GOV,REB,3.0
GOV,,4.0
GOV,GOV,-2.0
GOV,GOV,5.0
,GOV,-2.0
,GOV,5.0
,JUD,-2.0
REB,,8.0
,MED,3.4
GOV,,5.0
GOV,REB,8.0
REB,GOV,8.0
MIL,REB,8.0
MIL,REB,-4.0
MIL,REB,-4.0
,MIL,8.0
,REB,-4.0
,REB,8.0
,REB,-4.0
REB,,8.0
,,1.0
,,4.0
GOV,,7.0
GOV,REB,4.0
GOV,MIL,8.0
,REB,4.0
,REB,4.0
GOV,REB,8.0
GOV,ELI,6.0
REB,GOV,-4.0
MIL,,8.0
MIL,GOV,8.0
REB,,0.0
GOV,REB,-4.0
,REB,-4.0
ELI,GOV,0.0
REB,,6.0
GOV,REB,7.0
REB,GOV,7.0
,,4.0
,MIL,4.0
,,1.0
,REB,8.0
GOV,MIL,4.0
,GOV,0.0
GOV,,5.0
GOV,,3.0
GOV,,1.0
GOV,REB,4.0
GOV,REB,1.0
CVL,REB,-4.0
GOV,GOV,3.5
,GOV,3.0
REB,,7.0
,GOV,3.5
COP,,-5.0
,GOV,3.5
CVL,,1.0
GOV,,6.0
,GOV,0.0
,CVL,1.0
GOV,,3.5
GOV,GOV,3.5
,REB,7.0
,GOV,-2.0
,,1.0
,REB,8.0
,GOV,1.9
,GOV,2.8
,,3.4
REB,CVL,8.0
GOV,,1.0
GOV,REB,4.0
CVL,REB,8.0
REB,,8.0
,REB,8.0
,GOV,1.0
,,1.0
GOV,,1.9
GOV,,2.8
REB,,8.0
GOV,REB,-4.4
GOV,,2.8
GOV,MIL,8.0
MED,,0.0
JUD,,0.0
,GOV,1.9
,REB,-0.4
EDU,,-0.4
GOV,REB,0.0
GOV,REB,4.0
,REB,7.4
GOV,REB,3.4
,MIL,-5.0
GOV,,7.4
,REB,8.0
GOV,REB,4.0
REB,,8.0
REB,GOV,4.0
,GOV,7.4
LEG,,0.0
,,8.0
,ELI,2.8
COP,,-5.0
ELI,,-5.0
MIL,GOV,8.0
GOV,REB,-4.0
REB,REB,8.0
REB,REB,-4.0
,,8.0
REB,REB,8.0
,REB,-2.0
,GOV,3.0
,GOV,7.0
GOV,,7.0
GOV,,0.0
ELI,,1.9
REB,,-4.0
MIL,,-4.0
MED,,-10.0
REB,,2.8
,REB,3.0
,REB,4.0
REB,,4.0
REB,,4.0
,GOV,0.0
MIL,REB,8.0
,GOV,7.0
MIL,,8.0
,BUS,4.0
,REB,1.9
,BUS,4.0
,EDU,-2.0
OPP,,-10.0
,GOV,4.0
COP,,-5.0
,ELI,-4.4
,,1.0
,,1.0
,REB,4.0
REB,,3.0
REB,,-4.0
,,2.8
,,1.9
,REB,2.8
REB,,0.0
REB,,-0.4
,REB,0.0
,GOV,2.8
GOV,,1.9
,GOV,1.0
,,4.0
GOV,,1.0
,,4.0
GOV,,4.0
,,4.0
,BUS,4.0
REB,,0.4
,GOV,3.5
,REB,-4.0
REB,,0.4
JUD,,3.0
,MIL,8.0
JUD,,7.0
CVL,REB,-5.0
CVL,,4.0
MIL,,-4.0
CVL,,3.4
REB,MIL,8.0
ELI,,3.4
,REB,8.0
REB,,8.0
MIL,REB,-4.0
REB,GOV,4.0
,REB,-4.0
,REB,0.0
,REB,-5.0
,COP,-5.0
REB,GOV,7.0
REB,,7.0
REB,,3.4
,REB,7.0
COP,,-5.0
BUS,,0.4
,GOV,8.0
,,3.4
,GOV,0.0
GOV,,3.5
GOV,REB,7.0
GOV,,4.0
,GOV,2.8
ELI,,-2.0
,REB,5.0
REB,GOV,4.0
GOV,REB,4.0
GOV,,-2.0
REB,REB,-4.4
CRM,,-10.0
GOV,,0.0
GOV,,1.9
,GOV,0.0
,GOV,3.5
GOV,,8.0
,REB,-2.0
,REB,8.0
,REB,3.0
,REB,3.4
,GOV,3.4
,MIL,4.0
REB,,8.0
GOV,,2.8
,GOV,3.5
,GOV,1.9
GOV,,7.0
,GOV,7.0
,REB,-2.0
,REB,-2.0
EDU,,1.0
,REB,-2.0
,GOV,-5.0
LEG,,7.0
MIL,,4.0
REB,REB,8.0
,REB,8.0
REB,REB,-4.0
REB,REB,8.0
REB,,-4.0
REB,,8.0
,GOV,1.0
GOV,,3.5
,CVL,-4.0
,GOV,4.0
,REB,-4.0
,MIL,3.4
,CRM,-9.0
GOV,,1.0
,REB,3.5
CVL,,-4.0
,GOV,1.0
ELI,,4.0
,GOV,-5.0
,REB,-5.0
,GOV,-2.0
GOV,,1.0
,GOV,1.0
GOV,,7.0
,GOV,7.0
,GOV,7.0
REB,,4.0
GOV,,3.5
GOV,REB,-4.0
,GOV,-9.0
REB,,4.0
,REB,2.8
REB,,1.9
REB,MED,-9.0
,REB,5.0
GOV,,1.0
REB,,-9.0
,REB,9.0
,CVL,-4.0
CVL,,-4.0
CRM,,-10.0
,GOV,1.0
,REB,4.0
,GOV,7.0
MIL,,-10.0
JUD,,-5.0
,REB,4.5
,GOV,7.0
GOV,,7.0
GOV,,-4.0
GOV,,4.0
GOV,,5.0
REB,GOV,8.0
,GOV,7.0
,MIL,7.0
REB,MIL,8.0
MIL,REB,5.0
MIL,,9.0
REB,CVL,4.0
REB,CVL,-2.0
,MIL,-10.0
GOV,GOV,7.0
GOV,ELI,7.0
GOV,,-5.0
REB,,8.0
,GOV,1.0
,GOV,-4.0
,REB,-4.0
LEG,,4.0
,LEG,4.0
REB,,0.0
CVL,,-5.0
GOV,,1.0
,REB,7.0
EDU,,3.4
,GOV,4.0
GOV,,0.0
GOV,,7.0
BUS,,5.2
,REB,7.0
REB,,7.0
,CVL,-10.0
,GOV,7.0
GOV,,3.4
,REB,3.4
,GOV,0.0
,REB,8.0
,REB,7.0
REB,,1.0
REB,GOV,7.0
REB,GOV,7.0
GOV,REB,7.0
LEG,,4.0
GOV,REB,7.0
GOV,,1.9
,REB,-5.0
,REB,4.0
,GOV,2.8
GOV,,2.8
,GOV,1.9
,GOV,3.4
REB,,7.0
,CVL,-4.0
JUD,,-2.0
,REB,3.4
GOV,,4.0
,,3.4
GOV,REB,-5.0
GOV,,3.4
REB,,7.0
,REB,7.0
GOV,REB,8.0
,GOV,6.0
,,1.9
GOV,,7.0
,,2.8
,GOV,-7.0
,GOV,3.5
,GOV,7.0
GOV,,7.0
REB,CVL,-4.0
GOV,,3.5
,,3.4
,GOV,3.5
GOV,GOV,7.0
GOV,,3.5
,GOV,3.5
GOV,,7.0
